"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 08 16:26:07 GMT 2025","Mon Sep 08 16:26:12 GMT 2025","4372","Ui regression suite","Signup Process Test","ui.SignupProcessTest","ui.SignupProcessTest","shouldRegisterNewUserSuccessfully","Verify that the user can populate signup input fields and proceed to the next signup page",""
"passed","Mon Sep 08 16:26:19 GMT 2025","Mon Sep 08 16:26:29 GMT 2025","10057","Ui regression suite","Order Placements As Logged In User Test","ui.OrderPlacementAsLoggedInUser","ui.OrderPlacementAsLoggedInUser","orderPlacementAsLoggedInUser","As a logged in user add product to the cart and place an order",""
"unknown","Mon Sep 08 16:25:51 GMT 2025","Mon Sep 08 16:25:51 GMT 2025","1","Ui regression suite","Home page","ui.GeneralElementsTest","ui.GeneralElementsTest","verifyCopyrightYear","Verify if the copyright year matches the current year",""
"passed","Mon Sep 08 16:26:15 GMT 2025","Mon Sep 08 16:26:18 GMT 2025","3234","Ui regression suite","Order Placements As Guest User Test","ui.OrderPlacementAsGuestTest","ui.OrderPlacementAsGuestTest","orderPlacementAsGuestUser","As a guest user add product to the cart and place an order",""
"passed","Mon Sep 08 16:26:07 GMT 2025","Mon Sep 08 16:26:07 GMT 2025","111","Ui regression suite","Home page","ui.GeneralElementsTest","ui.GeneralElementsTest","verifyKeyHeaderElementsVisibility","Verify if key header elements are visible",""
"passed","Mon Sep 08 16:26:05 GMT 2025","Mon Sep 08 16:26:06 GMT 2025","619","Ui regression suite","Home page","ui.HomePageTest","ui.HomePageTest","verifyHeroSlider","Verify the hero slider",""
"passed","Mon Sep 08 16:26:06 GMT 2025","Mon Sep 08 16:26:07 GMT 2025","114","Ui regression suite","Home page","ui.GeneralElementsTest","ui.GeneralElementsTest","verifyKetFooterElementsVisibility","Verify if key footer elements are visible",""
